"pack","id","level","category","word","article","plural","translation_tr","example_de","example_tr","tags"
"a1","a1_0624","A1","Text.md tamamlama","Farbe","die","Farben","renk","Die Farbe ist schön.","Renk güzel.","daily, a1"
"a1","a1_0625","A1","Text.md tamamlama","Garage","die","Garagen","garaj","Die Garage ist voll.","Garaj dolu.","home, a1"
"a1","a1_0626","A1","Text.md tamamlama","Gitarre","die","Gitarren","gitar","Ich spiele Gitarre.","Gitar çalıyorum.","daily, a1"
"a1","a1_0627","A1","Text.md tamamlama","Hauptstadt","die","Hauptstädte","başkent","Berlin ist die Hauptstadt.","Berlin başkenttir.","place, a1"
"a1","a1_0628","A1","Text.md tamamlama","Hausaufgabe","die","Hausaufgaben","ödev","Ich mache Hausaufgaben.","Ödev yapıyorum.","school, a1"
"a1","a1_0629","A1","Text.md tamamlama","Klasse","die","Klassen","sınıf","Die Klasse beginnt um neun.","Sınıf dokuzda başlıyor.","school, a1"
"a1","a1_0630","A1","Text.md tamamlama","Zigarette","die","Zigaretten","sigara","Er raucht eine Zigarette.","Sigara içiyor.","daily, a1"
"a1","a1_0631","A1","Text.md tamamlama","Zeitung","die","Zeitungen","gazete","Ich lese die Zeitung.","Gazete okuyorum.","daily, a1"
"a1","a1_0632","A1","Text.md tamamlama","Kaufhaus","das","Kaufhäuser","mağaza","Das Kaufhaus ist groß.","Mağaza büyük.","shopping, a1"
"a1","a1_0633","A1","Text.md tamamlama","Joghurt","der","","yoğurt","Ich esse Joghurt.","Yoğurt yiyorum.","food, a1"
"a1","a1_0634","A1","Text.md tamamlama","Pullover","der","Pullover","kazak","Der Pullover ist warm.","Kazak sıcak.","clothing, a1"
"a1","a1_0635","A1","Text.md tamamlama","Rock","der","Röcke","etek","Der Rock ist blau.","Etek mavi.","clothing, a1"
"a1","a1_0636","A1","Text.md tamamlama","Schreibtisch","der","Schreibtische","yazı masası","Der Schreibtisch ist neu.","Yazı masası yeni.","home, school, a1"
"a1","a1_0637","A1","Text.md tamamlama","Schwimmbad","das","Schwimmbäder","yüzme havuzu","Das Schwimmbad ist offen.","Yüzme havuzu açık.","sport, a1"
"a1","a1_0638","A1","Text.md tamamlama","Polizist","der","Polizisten","polis","Der Polizist hilft uns.","Polis bize yardım ediyor.","work, a1"
"a1","a1_0639","A1","Text.md tamamlama","Patient","der","Patienten","hasta","Der Patient wartet.","Hasta bekliyor.","health, a1"
"a1","a1_0640","A1","Text.md tamamlama","Partner","der","Partner","partner","Mein Partner ist nett.","Partnerim nazik.","people, a1"
"a1","a1_0641","A1","Text.md tamamlama","Kultur","die","Kulturen","kültür","Die Kultur ist interessant.","Kültür ilginç.","daily, a1"
"a1","a1_0642","A1","Text.md tamamlama","Medizin","die","","tıp/ilaç","Sie studiert Medizin.","Tıp okuyor.","health, school, a1"
"a1","a1_0643","A1","Text.md tamamlama","Meinung","die","Meinungen","görüş","Das ist meine Meinung.","Bu benim görüşüm.","daily, a1"
"a1","a1_0644","A1","Text.md tamamlama","Mineralwasser","das","","maden suyu","Ein Mineralwasser, bitte.","Bir maden suyu lütfen.","restaurant, a1"
"a1","a1_0645","A1","Text.md tamamlama","Regen","der","","yağmur","Es gibt Regen.","Yağmur var.","weather, a1"
"a1","a1_0646","A1","Text.md tamamlama","Wind","der","Winde","rüzgar","Der Wind ist stark.","Rüzgar güçlü.","weather, a1"
"a1","a1_0647","A1","Text.md tamamlama","Durst","der","","susuzluk","Ich habe Durst.","Susadım.","food, a1"
"a1","a1_0648","A1","Text.md tamamlama","Schaf","das","Schafe","koyun","Das Schaf ist weiß.","Koyun beyaz.","nature, a1"
"a1","a1_0649","A1","Text.md tamamlama","Wein","der","Weine","şarap","Der Wein ist teuer.","Şarap pahalı.","restaurant, a1"
"a1","a1_0650","A1","Text.md tamamlama","Gärtner","der","Gärtner","bahçıvan","Der Gärtner arbeitet im Garten.","Bahçıvan bahçede çalışıyor.","work, a1"
"a1","a1_0651","A1","Text.md tamamlama","Feier","die","Feiern","kutlama","Die Feier ist schön.","Kutlama güzel.","daily, a1"
"a1","a1_0652","A1","Text.md tamamlama","Fest","das","Feste","festival/bayram","Das Fest ist heute.","Festival bugün.","daily, a1"
"a1","a1_0653","A1","Text.md tamamlama","Gespräch","das","Gespräche","konuşma","Das Gespräch ist lang.","Konuşma uzun.","daily, a1"
"a1","a1_0654","A1","Text.md tamamlama","Glück","das","","şans/mutluluk","Viel Glück!","İyi şanslar!","daily, a1"
"a1","a1_0655","A1","Text.md tamamlama","Grund","der","Gründe","sebep","Das ist der Grund.","Bu sebep.","daily, a1"
"a1","a1_0656","A1","Text.md tamamlama","Gruß","der","Grüße","selam","Viele Grüße!","Selamlar!","greeting, a1"
"a1","a1_0657","A1","Text.md tamamlama","Gürtel","der","Gürtel","kemer","Der Gürtel ist schwarz.","Kemer siyah.","clothing, a1"
"a1","a1_0658","A1","Text.md tamamlama","Bild","das","Bilder","resim","Das Bild ist schön.","Resim güzel.","daily, a1"
"a1","a1_0659","A1","Text.md tamamlama","Diplom","das","Diplome","diploma","Ich habe ein Diplom.","Diplomum var.","school, work, a1"
"a1","a1_0660","A1","Text.md tamamlama","Mietpreis","der","Mietpreise","kira fiyatı","Der Mietpreis ist hoch.","Kira fiyatı yüksek.","home, a1"
"a1","a1_0661","A1","Text.md tamamlama","Note","die","Noten","not","Die Note ist gut.","Not iyi.","school, a1"
"a1","a1_0662","A1","Text.md tamamlama","Nase","die","Nasen","burun","Meine Nase ist kalt.","Burnum soğuk.","body, a1"
"a1","a1_0663","A1","Text.md tamamlama","Ohr","das","Ohren","kulak","Mein Ohr tut weh.","Kulağım ağrıyor.","body, a1"
"a1","a1_0664","A1","Text.md tamamlama","Mund","der","Münder","ağız","Mein Mund ist trocken.","Ağzım kuru.","body, a1"
"a1","a1_0665","A1","Text.md tamamlama","Finger","der","Finger","parmak","Mein Finger ist lang.","Parmağım uzun.","body, a1"
"a1","a1_0666","A1","Text.md tamamlama","Becher","der","Becher","bardak","Der Becher ist voll.","Bardak dolu.","daily, a1"
"a1","a1_0667","A1","Text.md tamamlama","Ausgang","der","Ausgänge","çıkış","Der Ausgang ist dort.","Çıkış orada.","place, a1"
"a1","a1_0668","A1","Text.md tamamlama","Eingang","der","Eingänge","giriş","Der Eingang ist links.","Giriş solda.","place, a1"
"a1","a1_0669","A1","Text.md tamamlama","Einkauf","der","Einkäufe","alışveriş","Der Einkauf dauert lange.","Alışveriş uzun sürüyor.","shopping, a1"
"a1","a1_0670","A1","Text.md tamamlama","Ausländer","der","Ausländer","yabancı","Er ist Ausländer.","O yabancı.","people, a1"
"a1","a1_0671","A1","Text.md tamamlama","Badewanne","die","Badewannen","küvet","Die Badewanne ist groß.","Küvet büyük.","home, a1"
"a1","a1_0672","A1","Text.md tamamlama","Badezimmer","das","Badezimmer","banyo","Das Badezimmer ist sauber.","Banyo temiz.","home, a1"
"a1","a1_0673","A1","Text.md tamamlama","Drucker","der","Drucker","yazıcı","Der Drucker funktioniert nicht.","Yazıcı çalışmıyor.","daily, a1"
"a1","a1_0674","A1","Text.md tamamlama","anfragen","","","sormak","Ich möchte etwas anfragen.","Bir şey sormak istiyorum.","verb, a1"
"a1","a1_0675","A1","Text.md tamamlama","benutzen","","","kullanmak","Ich benutze den Computer.","Bilgisayarı kullanıyorum.","verb, a1"
"a1","a1_0676","A1","Text.md tamamlama","bringen","","","getirmek","Ich bringe das Buch.","Kitabı getiriyorum.","verb, a1"
"a1","a1_0677","A1","Text.md tamamlama","folgen","","","takip etmek","Bitte folgen Sie mir.","Lütfen beni takip edin.","verb, a1"
"a1","a1_0678","A1","Text.md tamamlama","gehören","","","ait olmak","Das gehört mir.","Bu bana ait.","verb, a1"
"a1","a1_0679","A1","Text.md tamamlama","hoffen","","","ummak","Ich hoffe auf gutes Wetter.","İyi hava umarım.","verb, a1"
"a1","a1_0680","A1","Text.md tamamlama","informieren","","","bilgilendirmek","Ich informiere dich später.","Seni sonra bilgilendiririm.","verb, a1"
"a1","a1_0681","A1","Text.md tamamlama","lachen","","","gülmek","Die Kinder lachen.","Çocuklar gülüyor.","verb, a1"
"a1","a1_0682","A1","Text.md tamamlama","stellen","","","koymak/sormak","Ich stelle eine Frage.","Bir soru soruyorum.","verb, a1"
"a1","a1_0683","A1","Text.md tamamlama","verdienen","","","kazanmak","Ich verdiene genug Geld.","Yeterli para kazanıyorum.","verb, a1"
"a1","a1_0684","A1","Text.md tamamlama","vergessen","","","unutmak","Ich vergesse oft den Schlüssel.","Anahtarı sık unuturum.","verb, a1"
"a1","a1_0685","A1","Text.md tamamlama","wiederholen","","","tekrarlamak","Bitte wiederholen Sie das.","Lütfen tekrarlayın.","verb, a1"
"a1","a1_0686","A1","Text.md tamamlama","bleiben","","","kalmak","Ich bleibe zu Hause.","Evde kalıyorum.","verb, a1"
"a1","a1_0687","A1","Text.md tamamlama","bitten","","","rica etmek","Ich bitte um Hilfe.","Yardım rica ediyorum.","verb, a1"
"a1","a1_0688","A1","Text.md tamamlama","danken","","","teşekkür etmek","Ich danke dir.","Sana teşekkür ederim.","verb, a1"
"a1","a1_0689","A1","Text.md tamamlama","enden","","","bitmek","Der Film endet um zehn.","Film onda bitiyor.","verb, a1"
"a1","a1_0690","A1","Text.md tamamlama","entschuldigen","","","özür dilemek","Entschuldigen Sie bitte!","Özür dilerim!","verb, a1"
"a1","a1_0691","A1","Text.md tamamlama","erklären","","","açıklamak","Kannst du das erklären?","Bunu açıklayabilir misin?","verb, a1"
"a1","a1_0692","A1","Text.md tamamlama","freuen","","","sevinmek","Ich freue mich auf dich.","Seni görmek için sabırsızlanıyorum.","verb, a1"
"a1","a1_0693","A1","Text.md tamamlama","glauben","","","inanmak","Ich glaube dir.","Sana inanıyorum.","verb, a1"
"a1","a1_0694","A1","Text.md tamamlama","halten","","","tutmak/durmak","Bitte halten Sie an.","Lütfen durun.","verb, a1"
"a1","a1_0695","A1","Text.md tamamlama","klingen","","","ses vermek","Das klingt gut.","Bu iyi geliyor.","verb, a1"
"a1","a1_0696","A1","Text.md tamamlama","lassen","","","bırakmak","Lass mich in Ruhe.","Beni rahat bırak.","verb, a1"
"a1","a1_0697","A1","Text.md tamamlama","legen","","","koymak","Ich lege das Buch auf den Tisch.","Kitabı masaya koyuyorum.","verb, a1"
"a1","a1_0698","A1","Text.md tamamlama","liegen","","","yatmak/uzanmak","Das Buch liegt auf dem Tisch.","Kitap masanın üstünde.","verb, a1"
"a1","a1_0699","A1","Text.md tamamlama","passieren","","","olmak","Was ist passiert?","Ne oldu?","verb, a1"
"a1","a1_0700","A1","Text.md tamamlama","rauchen","","","sigara içmek","Er raucht nicht.","Sigara içmiyor.","verb, a1"
"a1","a1_0701","A1","Text.md tamamlama","regnen","","","yağmur yağmak","Es regnet heute.","Bugün yağmur yağıyor.","verb, weather, a1"
"a1","a1_0702","A1","Text.md tamamlama","schauen","","","bakmak","Ich schaue fern.","Televizyon izliyorum.","verb, a1"
"a1","a1_0703","A1","Text.md tamamlama","springen","","","zıplamak","Die Kinder springen.","Çocuklar zıplıyor.","verb, a1"
"a1","a1_0704","A1","Text.md tamamlama","tragen","","","taşımak/giymek","Ich trage eine Jacke.","Ceket giyiyorum.","verb, a1"
"a1","a1_0705","A1","Text.md tamamlama","treiben","","","yapmak/sürmek","Ich treibe Sport.","Spor yapıyorum.","verb, a1"
"a1","a1_0706","A1","Text.md tamamlama","tun","","","yapmak","Was tust du?","Ne yapıyorsun?","verb, a1"
"a1","a1_0707","A1","Text.md tamamlama","verkaufen","","","satmak","Er verkauft Autos.","Araba satıyor.","verb, work, a1"
"a1","a1_0708","A1","Text.md tamamlama","verletzen","","","incitmek","Ich verletze mich nicht.","Kendimi incitmiyorum.","verb, a1"
"a1","a1_0709","A1","Text.md tamamlama","verlieren","","","kaybetmek","Ich verliere oft den Schlüssel.","Anahtarı sık kaybederim.","verb, a1"
"a1","a1_0710","A1","Text.md tamamlama","parken","","","park etmek","Ich parke das Auto hier.","Arabayı buraya park ediyorum.","verb, transport, a1"
"a1","a1_0711","A1","Text.md tamamlama","sparen","","","biriktirmek","Ich spare Geld.","Para biriktiriyorum.","verb, a1"
"a1","a1_0712","A1","Text.md tamamlama","gewinnen","","","kazanmak","Wir gewinnen das Spiel.","Maçı kazanıyoruz.","verb, sport, a1"
"a1","a1_0713","A1","Text.md tamamlama","bequem","","","rahat","Das Sofa ist bequem.","Kanepe rahat.","adjective, a1"
"a1","a1_0714","A1","Text.md tamamlama","klar","","","açık/net","Das ist klar.","Bu açık.","adjective, a1"
"a1","a1_0715","A1","Text.md tamamlama","lustig","","","komik","Der Film ist lustig.","Film komik.","adjective, a1"
"a1","a1_0716","A1","Text.md tamamlama","offiziell","","","resmi","Das ist offiziell.","Bu resmi.","adjective, a1"
"a1","a1_0717","A1","Text.md tamamlama","privat","","","özel","Das ist privat.","Bu özel.","adjective, a1"
"a1","a1_0718","A1","Text.md tamamlama","informell","","","gayri resmi","Das Treffen ist informell.","Toplantı gayri resmi.","adjective, a1"
"a1","a1_0719","A1","Text.md tamamlama","toll","","","harika","Das ist toll!","Bu harika!","adjective, a1"
"a1","a1_0720","A1","Text.md tamamlama","schwer","","","ağır/zor","Das ist schwer.","Bu zor.","adjective, a1"
"a1","a1_0721","A1","Text.md tamamlama","anders","","","farklı","Das ist anders.","Bu farklı.","adjective, a1"
"a1","a1_0722","A1","Text.md tamamlama","beide","","","her ikisi","Beide sind nett.","İkisi de nazik.","adjective, a1"
"a1","a1_0723","A1","Text.md tamamlama","besonders","","","özellikle","Das ist besonders wichtig.","Bu özellikle önemli.","adverb, a1"
"a1","a1_0724","A1","Text.md tamamlama","genau","","","tam","Das ist genau richtig.","Bu tam doğru.","adverb, a1"
"a1","a1_0725","A1","Text.md tamamlama","offen","","","açık","Das Geschäft ist offen.","Dükkan açık.","adjective, a1"
"a1","a1_0726","A1","Text.md tamamlama","selbst","","","kendi","Ich mache es selbst.","Kendim yapıyorum.","adverb, a1"
"a1","a1_0727","A1","Text.md tamamlama","sofort","","","hemen","Komm sofort!","Hemen gel!","adverb, a1"
"a1","a1_0728","A1","Text.md tamamlama","weiter","","","devam","Geh weiter!","Devam et!","adverb, a1"
"a1","a1_0729","A1","Text.md tamamlama","wieder","","","yine/tekrar","Ich komme wieder.","Yine geliyorum.","adverb, a1"
"a1","a1_0730","A1","Text.md tamamlama","gern","","","severek","Ich trinke gern Tee.","Çay içmeyi severim.","adverb, a1"
"a1","a1_0731","A1","Text.md tamamlama","falsch","","","yanlış","Das ist falsch.","Bu yanlış.","adjective, a1"
"a1","a1_0732","A1","Text.md tamamlama","faul","","","tembel","Er ist faul.","O tembel.","adjective, a1"
"a1","a1_0733","A1","Text.md tamamlama","ruhig","","","sakin","Sei ruhig!","Sakin ol!","adjective, a1"
"a1","a1_0734","A1","Text.md tamamlama","sonnig","","","güneşli","Es ist sonnig.","Hava güneşli.","weather, a1"
"a1","a1_0735","A1","Text.md tamamlama","sympathisch","","","sempatik","Er ist sympathisch.","O sempatik.","adjective, a1"
"a1","a1_0736","A1","Text.md tamamlama","langweilig","","","sıkıcı","Der Film ist langweilig.","Film sıkıcı.","adjective, a1"
"a1","a1_0737","A1","Text.md tamamlama","seltsam","","","garip","Das ist seltsam.","Bu garip.","adjective, a1"
"a1","a1_0738","A1","Text.md tamamlama","sicher","","","emin/güvenli","Ich bin sicher.","Eminim.","adjective, a1"
"a1","a1_0739","A1","Text.md tamamlama","dunkel","","","karanlık","Es ist dunkel.","Hava karanlık.","adjective, a1"
"a1","a1_0740","A1","Text.md tamamlama","heiß","","","sıcak","Das Wasser ist heiß.","Su sıcak.","adjective, a1"
"a1","a1_0741","A1","Text.md tamamlama","hart","","","sert","Das Brot ist hart.","Ekmek sert.","adjective, a1"
"a1","a1_0742","A1","Text.md tamamlama","hässlich","","","çirkin","Das ist hässlich.","Bu çirkin.","adjective, a1"
"a1","a1_0743","A1","Text.md tamamlama","jung","","","genç","Sie ist jung.","O genç.","adjective, a1"
"a1","a1_0744","A1","Text.md tamamlama","klug","","","akıllı","Er ist klug.","O akıllı.","adjective, a1"
"a1","a1_0745","A1","Text.md tamamlama","voll","","","dolu","Das Glas ist voll.","Bardak dolu.","adjective, a1"
"a1","a1_0746","A1","Text.md tamamlama","unwichtig","","","önemsiz","Das ist unwichtig.","Bu önemsiz.","adjective, a1"
"a1","a1_0747","A1","Text.md tamamlama","gebraucht","","","kullanılmış","Das Auto ist gebraucht.","Araba ikinci el.","adjective, a1"
"a1","a1_0748","A1","Text.md tamamlama","bekannt","","","tanınmış","Er ist bekannt.","O tanınmış.","adjective, a1"
"a1","a1_0749","A1","Text.md tamamlama","geschlossen","","","kapalı","Das Geschäft ist geschlossen.","Dükkan kapalı.","adjective, a1"
"a1","a1_0750","A1","Text.md tamamlama","Adressat","der","Adressaten","muhatap","Der Adressat ist unbekannt.","Muhatap bilinmiyor.","daily, a1"
"a1","a1_0751","A1","Text.md tamamlama","Alkohol","der","","alkol","Alkohol ist nicht erlaubt.","Alkole izin yok.","daily, a1"
"a1","a1_0752","A1","Text.md tamamlama","Alphabet","das","Alphabete","alfabe","Das Alphabet hat 26 Buchstaben.","Alfabede 26 harf var.","school, a1"
"a1","a1_0753","A1","Text.md tamamlama","Apartment","das","Apartments","apartman","Das Apartment ist klein.","Apartman küçük.","home, a1"
"a1","a1_0754","A1","Text.md tamamlama","Apfelsaft","der","","elma suyu","Ich trinke Apfelsaft.","Elma suyu içiyorum.","food, a1"
"a1","a1_0755","A1","Text.md tamamlama","Arbeiter","der","Arbeiter","işçi","Der Arbeiter ist müde.","İşçi yorgun.","work, a1"
"a1","a1_0756","A1","Text.md tamamlama","Besuch","der","Besuche","ziyaret","Der Besuch dauert eine Stunde.","Ziyaret bir saat sürüyor.","daily, a1"
"a1","a1_0757","A1","Text.md tamamlama","Bluse","die","Blusen","bluz","Die Bluse ist blau.","Bluz mavi.","clothing, a1"
"a1","a1_0758","A1","Text.md tamamlama","Brieffreund","der","Brieffreunde","mektup arkadaşı","Ich habe einen Brieffreund.","Mektup arkadaşım var.","daily, a1"
"a1","a1_0759","A1","Text.md tamamlama","Buchstabe","der","Buchstaben","harf","Der Buchstabe A ist rot.","A harfi kırmızı.","school, a1"
"a1","a1_0760","A1","Text.md tamamlama","Cent","der","Cent","sent","Das kostet fünfzig Cent.","Bu elli sent.","shopping, a1"
"a1","a1_0761","A1","Text.md tamamlama","Deutschkurs","der","Deutschkurse","Almanca kursu","Ich besuche einen Deutschkurs.","Almanca kursuna gidiyorum.","school, a1"
"a1","a1_0762","A1","Text.md tamamlama","Deutschtest","der","Deutschtests","Almanca testi","Der Deutschtest ist morgen.","Almanca testi yarın.","school, a1"
"a1","a1_0763","A1","Text.md tamamlama","Deutschunterricht","der","","Almanca dersi","Der Deutschunterricht beginnt um neun.","Almanca dersi dokuzda başlıyor.","school, a1"
"a1","a1_0764","A1","Text.md tamamlama","Flug","der","Flüge","uçuş","Der Flug ist pünktlich.","Uçuş zamanında.","travel, a1"
"a1","a1_0765","A1","Text.md tamamlama","Fluss","der","Flüsse","nehir","Der Fluss ist lang.","Nehir uzun.","nature, a1"
"a1","a1_0766","A1","Text.md tamamlama","Formel","die","Formeln","formül","Die Formel ist einfach.","Formül basit.","school, a1"
"a1","a1_0767","A1","Text.md tamamlama","Fremdsprache","die","Fremdsprachen","yabancı dil","Englisch ist eine Fremdsprache.","İngilizce bir yabancı dil.","school, a1"
"a1","a1_0768","A1","Text.md tamamlama","Friseursalon","der","Friseursalons","kuaför","Ich gehe zum Friseursalon.","Kuaföre gidiyorum.","daily, a1"
"a1","a1_0769","A1","Text.md tamamlama","Garantie","die","Garantien","garanti","Die Garantie ist zwei Jahre.","Garanti iki yıl.","shopping, a1"
"a1","a1_0770","A1","Text.md tamamlama","Gemüseladen","der","Gemüseläden","manav","Der Gemüseladen ist offen.","Manav açık.","shopping, a1"
"a1","a1_0771","A1","Text.md tamamlama","Grad","der","Grade","derece","Es sind zwanzig Grad.","Yirmi derece.","weather, a1"
"a1","a1_0772","A1","Text.md tamamlama","Gramm","das","Gramm","gram","Zweihundert Gramm, bitte.","İki yüz gram lütfen.","food, a1"
"a1","a1_0773","A1","Text.md tamamlama","Grammatik","die","","dilbilgisi","Grammatik ist wichtig.","Dilbilgisi önemli.","school, a1"
"a1","a1_0774","A1","Text.md tamamlama","Hausfrau","die","Hausfrauen","ev hanımı","Sie ist Hausfrau.","O ev hanımı.","family, work, a1"
"a1","a1_0775","A1","Text.md tamamlama","Haushaltshilfe","die","Haushaltshilfen","ev yardımcısı","Wir brauchen eine Haushaltshilfe.","Ev yardımcısına ihtiyacımız var.","home, a1"
"a1","a1_0776","A1","Text.md tamamlama","Heft","das","Hefte","defter","Das Heft ist neu.","Defter yeni.","school, a1"
"a1","a1_0777","A1","Text.md tamamlama","Informatik","die","","bilişim","Er studiert Informatik.","Bilişim okuyor.","school, work, a1"
"a1","a1_0778","A1","Text.md tamamlama","Intensivkurs","der","Intensivkurse","yoğun kurs","Der Intensivkurs dauert vier Wochen.","Yoğun kurs dört hafta sürüyor.","school, a1"
"a1","a1_0779","A1","Text.md tamamlama","Korb","der","Körbe","sepet","Der Korb ist voll.","Sepet dolu.","shopping, a1"
"a1","a1_0780","A1","Text.md tamamlama","Leben","das","","hayat","Das Leben ist schön.","Hayat güzel.","daily, a1"
"a1","a1_0781","A1","Text.md tamamlama","Lektion","die","Lektionen","ders","Die Lektion ist interessant.","Ders ilginç.","school, a1"
"a1","a1_0782","A1","Text.md tamamlama","Licht","das","","ışık","Das Licht ist an.","Işık açık.","home, a1"
"a1","a1_0783","A1","Text.md tamamlama","Liter","der","Liter","litre","Ein Liter Milch, bitte.","Bir litre süt lütfen.","food, a1"
"a1","a1_0784","A1","Text.md tamamlama","Lust","die","","istek","Ich habe Lust auf Eis.","Dondurma istiyorum.","daily, a1"
"a1","a1_0785","A1","Text.md tamamlama","Mantel","der","Mäntel","palto","Der Mantel ist warm.","Palto sıcak.","clothing, a1"
"a1","a1_0786","A1","Text.md tamamlama","Mechaniker","der","Mechaniker","tamirci","Der Mechaniker repariert das Auto.","Tamirci arabayı tamir ediyor.","work, a1"
"a1","a1_0787","A1","Text.md tamamlama","Meister","der","Meister","usta","Er ist ein Meister.","O bir usta.","work, a1"
"a1","a1_0788","A1","Text.md tamamlama","Moder","der","","küf","Der Moder ist schwarz.","Küf siyah.","daily, a1"
"a1","a1_0789","A1","Text.md tamamlama","Nachrichten","die","","haberler","Ich sehe die Nachrichten.","Haberleri izliyorum.","daily, a1"
"a1","a1_0790","A1","Text.md tamamlama","Ober","der","Ober","garson","Der Ober bringt die Speisekarte.","Garson menüyü getiriyor.","restaurant, a1"
"a1","a1_0791","A1","Text.md tamamlama","Plan","der","Pläne","plan","Der Plan ist gut.","Plan iyi.","daily, a1"
"a1","a1_0792","A1","Text.md tamamlama","Produkt","das","Produkte","ürün","Das Produkt ist neu.","Ürün yeni.","shopping, a1"
"a1","a1_0793","A1","Text.md tamamlama","Programmierer","der","Programmierer","programcı","Er ist Programmierer.","O programcı.","work, a1"
"a1","a1_0794","A1","Text.md tamamlama","Prospekt","der","Prospekte","broşür","Ich lese den Prospekt.","Broşürü okuyorum.","daily, a1"
"a1","a1_0795","A1","Text.md tamamlama","Prüfung","die","Prüfungen","sınav","Die Prüfung ist schwer.","Sınav zor.","school, a1"
"a1","a1_0796","A1","Text.md tamamlama","Radio","das","Radios","radyo","Das Radio ist laut.","Radyo yüksek sesle.","daily, a1"
"a1","a1_0797","A1","Text.md tamamlama","See","die","Seen","deniz/göl","Die See ist schön.","Deniz güzel.","nature, a1"
"a1","a1_0798","A1","Text.md tamamlama","Seite","die","Seiten","sayfa","Die Seite ist leer.","Sayfa boş.","school, a1"
"a1","a1_0799","A1","Text.md tamamlama","Sekretär","der","Sekretäre","sekreter","Der Sekretär arbeitet im Büro.","Sekreter ofiste çalışıyor.","work, a1"
"a1","a1_0800","A1","Text.md tamamlama","Sekretärin","die","Sekretärinnen","sekreter (kadın)","Die Sekretärin ist nett.","Sekreter nazik.","work, a1"
"a1","a1_0801","A1","Text.md tamamlama","Service","der","","servis","Der Service ist gut.","Servis iyi.","daily, a1"
"a1","a1_0802","A1","Text.md tamamlama","Ski","der","Skier","kayak","Ich fahre Ski.","Kayak yapıyorum.","sport, a1"
"a1","a1_0803","A1","Text.md tamamlama","Sprachschule","die","Sprachschulen","dil okulu","Die Sprachschule ist in der Stadt.","Dil okulu şehirde.","school, a1"
"a1","a1_0804","A1","Text.md tamamlama","Start","der","Starts","başlangıç","Der Start ist um zehn.","Başlangıç onda.","daily, a1"
"a1","a1_0805","A1","Text.md tamamlama","Station","die","Stationen","istasyon","Die Station ist dort.","İstasyon orada.","transport, a1"
"a1","a1_0806","A1","Text.md tamamlama","Stelle","die","Stellen","yer","Die Stelle ist frei.","Yer boş.","work, a1"
"a1","a1_0807","A1","Text.md tamamlama","Stift","der","Stifte","kalem","Der Stift schreibt gut.","Kalem iyi yazıyor.","school, a1"
"a1","a1_0808","A1","Text.md tamamlama","Stock","der","Stockwerke","kat","Ich wohne im dritten Stock.","Üçüncü katta yaşıyorum.","home, a1"
"a1","a1_0809","A1","Text.md tamamlama","Stress","der","","stres","Ich habe Stress.","Stresim var.","health, a1"
"a1","a1_0810","A1","Text.md tamamlama","T-Shirt","das","T-Shirts","tişört","Das T-Shirt ist blau.","Tişört mavi.","clothing, a1"
"a1","a1_0811","A1","Text.md tamamlama","Team","das","Teams","takım","Das Team arbeitet gut.","Takım iyi çalışıyor.","work, sport, a1"
"a1","a1_0812","A1","Text.md tamamlama","Teil","das","Teile","parça","Das ist ein wichtiger Teil.","Bu önemli bir parça.","daily, a1"
"a1","a1_0813","A1","Text.md tamamlama","Temperatur","die","Temperaturen","sıcaklık","Die Temperatur ist hoch.","Sıcaklık yüksek.","weather, a1"
"a1","a1_0814","A1","Text.md tamamlama","Terrasse","die","Terrassen","teras","Die Terrasse ist schön.","Teras güzel.","home, a1"
"a1","a1_0815","A1","Text.md tamamlama","Training","das","Trainings","antrenman","Das Training ist um sechs.","Antrenman altıda.","sport, a1"
"a1","a1_0816","A1","Text.md tamamlama","TV","das","TVs","televizyon","Der TV ist neu.","Televizyon yeni.","daily, a1"
"a1","a1_0817","A1","Text.md tamamlama","U-Bahnhof","der","U-Bahnhöfe","metro istasyonu","Der U-Bahnhof ist nah.","Metro istasyonu yakın.","transport, a1"
"a1","a1_0818","A1","Text.md tamamlama","USA","die","","ABD","Die USA sind groß.","ABD büyük.","place, a1"
"a1","a1_0819","A1","Text.md tamamlama","Wagen","der","Wagen","vagon/araba","Der Wagen ist voll.","Vagon dolu.","transport, a1"
"a1","a1_0820","A1","Text.md tamamlama","Wörterbuch","das","Wörterbücher","sözlük","Ich benutze ein Wörterbuch.","Sözlük kullanıyorum.","school, a1"
"a1","a1_0821","A1","Text.md tamamlama","Lied","das","Lieder","şarkı","Das Lied ist schön.","Şarkı güzel.","daily, a1"
"a1","a1_0822","A1","Text.md tamamlama","anmachen","","","yürünmek/flört etmek","Er macht sie an.","Ona yürüyor.","verb, a1"
"a1","a1_0823","A1","Text.md tamamlama","beschreiben","","","tanımlamak","Kannst du das beschreiben?","Bunu tanımlayabilir misin?","verb, a1"
"a1","a1_0824","A1","Text.md tamamlama","brechen","","","kırmak","Bitte nicht brechen!","Lütfen kırma!","verb, a1"
"a1","a1_0825","A1","Text.md tamamlama","buchstabieren","","","hecelemek","Wie buchstabierst du das?","Bunu nasıl heceliyorsun?","verb, a1"
"a1","a1_0826","A1","Text.md tamamlama","dauern","","","sürmek","Wie lange dauert es?","Ne kadar sürüyor?","verb, a1"
